캠퍼스,캠퍼스위치,학과명,전공직종,전공계열구분,과정구분,기간(개월),주간야간구분,전공설명,전공성향
인천,인천 부평구,메카트로닉스과,시스템통합PLC제어전공,자동화계열,2년제학위과정,12,주간,기계와 전기를 하나로 묶어주는 산업용 컴퓨터인 PLC를 활용하여 공장의 자동화 생산 라인을 설계하고 운영하는 통합 제어 기술을 배우는 전공입니다.,논리 사고 / 시스템 통합 / 최적화
인천,인천 부평구,산업디자인과,제품디자인전공,디자인계열,2년제학위과정,12,주간,사물의 외형을 설계하는 제품 디자인과 사용자의 편의성을 고려한 정보 시각화 기술을 결합하여 인간 중심의 혁신적인 제품을 만드는 기술을 배우는 전공입니다.,사용자 공감 / 미적 감각 / 도구 활용
인천,인천 부평구,산업디자인과,제품정보디자인전공,디자인계열,2년제학위과정,12,주간,사용자 경험 공감력 / 조형적 미적 감각 / 디지털 도구 활용력,공간 지각 / 기술 꼼꼼 / 산업 안전
인천,인천 부평구,산업설비자동화과,산업설비전공,산업설비계열,2년제학위과정,12,야간,건축물이나 산업 현장에서 쓰이는 각종 배관과 공조 설비를 설치하고 이를 유지보수하기 위한 용접 및 배관 시공 기술을 배우는 전공입니다.,공간 지각 / 고도 정밀 / 산업 안전
인천,인천 부평구,산업설비자동화과,산업플랜트전공,산업설비계열,2년제학위과정,12,주간,원유나 가스를 이송하는 대형 관로와 저장 탱크 같은 거대 설비를 건설하고 유지하기 위해 필요한 용접과 배관 기술을 배우는 전공입니다.,공간 설계 / 시스템 최적화 / 기술 꼼꼼
인천,인천 부평구,산업설비자동화과,설비플랜트전공,산업설비계열,2년제학위과정,12,주간,석유화학이나 발전소 같은 대규모 생산 시설의 배관과 장치를 설계하고 이를 안전하게 가동하기 위한 자동화 시스템 설치 기술을 배우는 전공입니다.,세밀 관찰 / 논리 추론 / 데이터 분석
인천,인천 부평구,신소재응용과,제조분석전공,신소재계열,2년제학위과정,12,주간,금속이나 세라믹 같은 산업 재료의 성질을 파악하고 제조 공정에서 발생하는 결함을 분석하여 제품의 품질을 높이는 기술을 배우는 전공입니다.,구조 분석 / 정밀 진단 / 안전 준수
인천,인천 부평구,자동차과,자동차시스템정비전공,자동차계열,2년제학위과정,12,야간,자동차를 구성하는 엔진과 섀시 그리고 전기장치 등 주요 시스템의 구조를 파악하고 정밀 진단 장비를 활용하여 고장을 수리하는 실무 기술을 배우는 전공입니다.,시스템 제어 / 데이터 분석 / 미래차
인천,인천 부평구,자동차과,스마트자동차,자동차계열,2년제학위과정,12,주간,자율주행과 커넥티드 카 기술을 접목하여 자동차가 스스로 주변 환경을 인식하고 판단하여 주행하는 지능형 모빌리티 기술을 배우는 전공입니다.,IT 융합 / 데이터 분석 / 시스템 제어
인천,인천 부평구,자동차과,하이브리드전기자동차,자동차계열,2년제학위과정,12,주간,"친환경 자동차 산업의 핵심으로, 내연기관(엔진)과 전기 모터라는 두 개의 심장을 효율적으로 제어하여 연비는 높이고 배출가스는 줄이는 기술을 배우는 전공입니다.",논리 설계 / 시스템 통합 / 문제 해결
인천,인천 부평구,전기에너지시스템과,전기시스템제어직종,전기계열,하이테크과정,12,주간,"자동 제어 기술의 핵심인 PLC(Programmable Logic Controller)와 시퀀스 제어 기술을 활용하여, 공장 자동화 설비나 전력 계통의 복잡한 동작을 논리적으로 설계하고 제어하는 기술을 배우는 전공입니다.",시스템 통합 / 논리 제어 / 자동화 제어
인천,인천 부평구,전기에너지시스템과,스마트파워그리드전공,전기계열,2년제학위과정,12,주간,"기존의 전력망에 정보통신기술(ICT)을 접목하여, 공급자와 소비자가 실시간으로 정보를 교환함으로써 에너지 효율을 최적화하고 지능형 전력 체계를 구축하는 기술을 배우는 전공입니다.",스마트그리드 / 에너지 관리 / 시스템 통합
인천,인천 부평구,전기에너지시스템과,신재생에너지시스템전공,전기계열,2년제학위과정,12,주간,"태양광, 풍력, 수소 연료전지 등 탄소 중립 실현을 위한 친환경 발전 설비를 설계하고, 생산된 전력을 효율적으로 저장·관리하는 시스템 구축 기술을 배우는 전공입니다.",기술 수용 / 환경 보존 / 시스템 통합
인천,인천 부평구,전기에너지시스템과,신재생에너지시스템전공,전기계열,2년제학위과정,12,야간,"태양광, 풍력, 수소 연료전지 등 탄소 중립 실현을 위한 친환경 발전 설비를 설계하고, 생산된 전력을 효율적으로 저장·관리하는 시스템 구축 기술을 배우는 전공입니다.",기술 수용 / 환경 보존 / 시스템 통합
인천,인천 부평구,전기에너지시스템과,전기직종,전기계열,기능장,12,야간,"전기의 생산(발전)부터 수송(송·배전), 그리고 실제 사용되는 부하 설비에 이르기까지 전기에너지를 안전하고 효율적으로 관리하기 위한 설계, 시공 및 유지보수 기술을 배우는 전공입니다.",논리 추론 / 안전 준수 / 시스템 최적화
인천,인천 부평구,AI융합소프트웨어과,IoT제어전공,정보통신IT계열,2년제학위과정,12,주간,"하드웨어 센서로부터 데이터를 수집하고, 이를 실시간으로 분석·제어하는 인공지능 알고리즘을 임베디드 시스템에 탑재하여 지능형 기기나 스마트 홈을 구축하는 기술을 배우는 전공입니다.",시스템 연동 / 제어 사고 / 하드웨어
인천,인천 부평구,AI융합소프트웨어과,인공지능SW전공,정보통신IT계열,2년제학위과정,12,주간,"데이터를 수집 및 분석하는 알고리즘을 설계하고,머신러닝과 딥러닝 기술을 활용하여 스스로 학습하고 판단하는 지능형 소프트웨어를 개발하는 기술을 배우는 전공입니다.",논리 추론 / 수학 사고 / 데이터 통찰
인천,인천 부평구,기계공학과,기계전공,기계계열,학위전공심화,12,야간,"기계 시스템의 설계, 제작 및 운용 원리를 이해하고 각종 공작기계와 자동화 설비를 활용하여 정밀 부품을 생산하고 관리하는 기술을 배우는 전공입니다.",논리 분석 / 공간 지각 / 실무 응용
인천,인천 부평구,메카트로닉스공학과,메카트로닉스전공,자동화계열,학위전공심화,12,야간,"기계 설계와 전기·전자 제어 기술을 융합하여 로봇, 반도체 장비 등 지능형 자동화 시스템을 설계하고 프로그래밍하는 기술을 배우는 전공입니다.",융합 사고 / 시스템 제어 / HW·SW
인천,인천 부평구,자동차공학과,자동차전공,자동차계열,학위전공심화,12,야간,"자동차의 엔진, 섀시, 전기장치 등 주요 장치의 구조를 이해하고 정비 및 검사 기술을 익혀 차량의 성능과 안전을 최적의 상태로 유지하는 기술을 배우는 전공입니다.",구조 이해 / 원인 분석 / 기술 숙련
인천,인천 부평구,전기공학과,전기전공,전기계열,학위전공심화,12,야간,"발전소에서 생산된 전기를 가정과 산업 현장까지 안전하게 공급하기 위해 전기 설비를 설계, 시공, 운용하며 유지보수하는 기술을 배우는 전공입니다.",논리 추론 / 안전 의식 / 수리 감각
인천,인천 부평구,스마트팩토리과,스마트물류&로봇,자동화계열,하이테크과정,12,주간,"제품의 생산부터 보관, 운송까지의 전 과정을 사물인터넷(IoT)과 자동화 시스템으로 연결하여 물류 흐름을 실시간으로 최적화하는 기술을 배우는 전공입니다.",통합 관리 / 물류 분석 / 자동화
인천,인천 부평구,스마트팩토리과,스마트물류직종(s),자동화계열,하이테크과정,3,주간,"제품의 생산부터 보관, 운송까지의 전 과정을 사물인터넷(IoT)과 자동화 시스템으로 연결하여 물류 흐름을 실시간으로 최적화하는 기술을 배우는 전공입니다.",통합 관리 / 물류 분석 / 자동화
인천,인천 부평구,스마트금형과,초정밀사출금형전공,금형계열,2년제학위과정,12,주간,"플라스틱 원료를 가열·용해하여 고압으로 사출한 뒤, 정밀한 형상으로 냉각시켜 초미세 부품을 대량 생산하는 금형 제작 기술을 배우는 전공입니다.",수치 정밀 / 공간 지각 / 기술 완벽
인천,인천 부평구,스마트금형과,초정밀프레스금형전공,금형계열,2년제학위과정,12,주간,"마이크론($\mu m$) 단위의 오차도 허용하지 않는 초정밀 가공 기술을 통해 스마트폰, 반도체 등 첨단 제품의 핵심 부품을 대량 생산하는 금형 제작 기술을 배우는 전공입니다.",수치 정밀 / 공간 지각 / 기술 완벽
인천,인천 부평구,지능기계시스템과,제조로봇부품가공전공,기계계열,2년제학위과정,12,주간,"산업용 로봇이나 협동 로봇의 관절, 구동축 등 핵심 정밀 부품을 설계하고 CNC 장비를 활용해 오차 없이 깎아 만드는 기술을 배우는 전공입니다.",시스템 이해 / 프로그래밍 / 기계
인천,인천 부평구,지능기계시스템과,기계가공직종,기계계열,기능장,12,야간,"기계 부품의 도면을 해석하여 밀링, 선반 등 공작기계나 CNC 장비로 금속 재료를 정밀하게 깎고 다듬어 원하는 형상으로 제작하는 기술을 배우는 전공입니다.",공간 지각 / 수치 정밀 / 인내
인천,인천 부평구,AI정보통신과,지능형IoT전공,정보통신IT계열,2년제학위과정,12,주간,다양한 사물인터넷(IoT) 기기에서 수집된 데이터를 인공지능(AI)으로 분석하고 제어하여 스스로 최적화되는 스마트 시스템을 구축하는 기술을 배우는 전공입니다.,데이터 분석 / 시스템 연동 / 기술
인천,인천 부평구,AI정보통신과,5G이동통신전공,정보통신IT계열,2년제학위과정,12,주간,"초고속·초저지연·초연결을 특징으로 하는 5G 및 차세대 5G 통신 인프라의 핵심 원리를 이해하고,기지국과 코어망의 설계,구축,운용 및 인공지능 기반의 망 최적화 기술을 실무 중심으로 배우는 전공입니다.",논리 사고 / 네트워크 분석 / 융합
인천,인천 부평구,AI정보통신과,5G이동통신전공,정보통신IT계열,2년제학위과정,12,야간,"초고속·초저지연·초연결을 특징으로 하는 5G 및 차세대 6G 통신 인프라의 핵심 원리를 이해하고,기지국과 코어망의 설계,구축,운용 및 인공지능 기반의 망 최적화 기술을 실무 중심으로 배우는 전공입니다.",논리 사고 / 네트워크 분석 / 융합
인천,인천 부평구,스마트재료과,제조분석전공,신소재계열,2년제학위과정,12,주간,"금속, 세라믹, 고분자 등 원자재의 성분을 정밀하게 분석하여 제품 제조에 적합한 물리적·화학적 성질을 확보하고, 시제품 제작을 통해 최종 품질을 검증하는 기술을 배우는 전공입니다.",분석 사고 / 세심함 / 탐구
인천,인천 부평구,디지털융합제어과,디지털융합제어전공,정보통신IT계열,2년제학위과정,12,주간,"기존의 기계 제어 기술에 인공지능(AI), 사물인터넷(IoT), 빅데이터 등 ICT 기술을 접목하여 공장이나 시스템을 스스로 판단하고 움직이는 스마트 환경으로 최적화하는 기술을 배우는 전공입니다.",융합 사고 / 시스템 설계 / 해결
인천,인천 부평구,디지털융합제어과,디지털트윈직종,정보통신IT계열,하이테크과정,12,주간,"자동차 차체 도장, 정밀 분사, 광택 및 코팅 처리를 통해 차량 외관을 완성하는 기술을 배우는 전공입니다.",데이터 시각화 / 시스템 사고 / VR·AR
인천,인천 부평구,스마트전기자동차과,자동차시스템정비전공,자동차계열,2년제학위과정,12,야간,"자동차의 3대 핵심 요소인 엔진(동력), 섀시(제어), 전기·전자 장치를 유기적으로 연결하여 차량 전체를 하나의 시스템으로 진단하고 최적의 상태로 유지보수하는 기술을 배우는 전공입니다.",계통 사고 / 정밀 진단 / 해결
인천,인천 부평구,스마트전기자동차과,하이브리드전기자동차전공,자동차계열,2년제학위과정,12,주간,"내연기관의 엔진과 전기차의 배터리/모터 시스템을 동시에 이해하고,두 동력원이 유기적으로 작동하도록 제어하는 최적화 기술 및 시스템 정비를 배우는 전공입니다.",시스템 통합 / 정밀 제어 / 기계·전자
인천,인천 부평구,스마트전기자동차과,스마트자동차전공,자동차계열,2년제학위과정,12,주간,"자율주행 기술의 핵심인 각종 센서(LiDAR, Radar, Camera)와 데이터 통신 기술을 이해하고, 소프트웨어와 하드웨어를 결합하여 똑똑하게 스스로 움직이는 미래형 자동차의 제어 시스템을 설계·정비하는 전공입니다",융합 사고 / IT 적응 / 정밀 분석
인천,인천 부평구,스마트전기자동차과,자동차정비직종,자동차계열,기능장,12,야간,"내연기관 자동차부터 하이브리드, 전기자동차에 이르기까지 차량 전반의 구조를 이해하고, 첨단 진단 장비를 활용하여 엔진, 섀시, 전기·전자 장치의 고장 원인을 파악하고 수리하는 기술을 배우는 전공입니다.",문제 해결 / 기계 이해 / 꼼꼼
인천,인천 부평구,스마트전기자동차과,한국어교육,자동차계열,전문기술과정,12,주간,"자동차 구조, 전기차 배터리 제어, 정비 지침서 판독 등에 필요한 전공 용어를 익히고, 실제 정비 현장에서 의사소통할 수 있는 직무 맞춤형 한국어 구사 능력을 키우는 교육 과정입니다.",언어 습득 / 기술 이해 / 다문화
인천,인천 부평구,반도체시스템과,반도체장비시스템제어전공,반도체계열,2년제학위과정,12,주간,"반도체 장비의 원활한 구동을 위해 PLC, PC 제어 기반의 소프트웨어를 설계하고, 각종 센서와 구동 장치를 정밀하게 제어하여 장비의 성능을 최적화하는 기술을 배우는 전공입니다.",논리 추론 / 시스템 최적화 / 해결
인천,인천 부평구,반도체시스템과,반도체장비시스템개발직종,반도체계열,하이테크과정,12,주간,"반도체 제조 공정의 효율을 높이기 위해 장비의 기구 설계부터 전장 제어, 통신 인터페이스를 구축하고, 하드웨어와 소프트웨어를 최적화하여 설비의 통합 제어 시스템을 구축하는 기술을 배우는 전공입니다.",시스템 사고 / 정밀 제어 / 융합
인천,인천 부평구,반도체공정과,반도체소재전공,반도체계열,2년제학위과정,12,주간,"반도체 제조의 핵심인 웨이퍼, 감광액(PR), 가스, 연마제 등 다양한 소재의 화학적 특성을 이해하고, 고순도 소재의 정제 및 품질 관리 기술을 실무 중심으로 배우는 전공입니다.",화학 탐구 / 데이터 분석 / 공정
인천,인천 부평구,반도체공정과,반도체품질직종,반도체계열,하이테크과정,12,주간,"반도체 제조의 각 공정 단계에서 발생하는 데이터를 분석하여 불량의 원인을 파악하고, 일정한 품질 수준을 유지하기 위해 통계적 공정 제어(SPC)와 정밀 측정 장비를 운용하는 기술을 배우는 전공입니다.",데이터 분석 / 원칙 준수 / 관찰
인천,인천 부평구,모빌리티금형디자인과,모빌리티금형성형해석직종,금형계열,하이테크과정,12,주간,자동차와 모빌리티 부품을 대량 생산하기 위한 금형 내부의 재료 흐름과 변형을 컴퓨터 시뮬레이션으로 분석하여 제조 공정의 오류를 사전에 방지하는 최적화 기술을 배우는 전공입니다.,논리 추론 / 데이터 분석 / 치밀
인천,인천 부평구,반도체전자과,반도체설계및응용전공,반도체계열,2년제학위과정,12,주간,"반도체 회로의 구성 원리를 이해하고 설계 툴을 활용하여 실제 레이아웃을 작성하며, 이를 제어하기 위한 프로그래밍 및 시스템 응용 기술을 실무 중심으로 배우는 전공입니다.",치밀 분석 / 수리 사고 / 집요
인천,인천 부평구,반도체전자과,반도체설계및응용직종,반도체계열,하이테크과정,12,주간,"반도체 회로의 구성 원리를 이해하고 설계 툴을 활용하여 실제 레이아웃을 작성하며, 이를 제어하기 위한 프로그래밍 및 시스템 응용 기술을 실무 중심으로 배우는 전공입니다.",치밀 분석 / 수리 사고 / 집요
인천,인천 부평구,디지털디자인과,시각콘텐츠디자인전공,디자인계열,2년제학위과정,12,주간,"텍스트, 이미지, 색채를 조합하여 정보와 메시지를 시각적으로 전달하고, 인쇄 매체부터 디지털 광고까지 다양한 환경에 최적화된 콘텐츠를 기획·제작하는 기술을 배우는 전공입니다.",시각 문해 / 레이아웃 / 트렌드
인천,인천 부평구,디지털디자인과,3D그래픽디자인전공,디자인계열,2년제학위과정,12,주간,"3D 모델링 프로그램을 활용하여 입체적인 캐릭터와 배경을 제작하고, 질감(Mapping)과 조명(Lighting) 효과를 더해 생동감 넘치는 디지털 콘텐츠를 완성하는 기술을 배우는 전공입니다.",공간 지각 / 미적 감각 / 끈기
남인천,인천 미홀추구,스마트전기과,전기시스템제어직종,전기계열,신중년특화과정,6,주간,"시퀀스 제어와 PLC(Programmable Logic Controller)를 활용하여 자동화 설비를 구동하고, 산업 현장의 전기 시스템을 설계 및 유지보수하는 기술을 배우는 전공입니다.",논리 추론 / 안전 의식 / 분석
남인천,인천 미홀추구,스마트전기과,태양광발전설비직종,전기계열,전문기술과정,12,주간,"태양광 발전 패널의 설치부터 인버터 및 전력 변환 장치의 운용, 시스템 유지보수 및 안전 관리 기술을 배우는 전공입니다.",안전 의식 / 분석 사고 / 실무
남인천,인천 미홀추구,컴퓨터응용기계과,컴퓨터응용가공직종,기계계열,전문기술과정,12,주간,"CNC 선반, 머시닝센터 등 정밀 공작기계를 활용하여 도면 분석부터 프로그램 작성 및 제품 가공까지 전 과정을 배우는 전공입니다.",공학 수리 / 꼼꼼 / 공간 지각
남인천,인천 미홀추구,특수용접과,특수용접직종,산업설비계열,전문기술과정,12,주간,"다양한 금속 재료를 접합하기 위해 $CO_2$, TIG, 플라즈마 등 고난도 용접 기술을 익히고 산업 현장의 구조물을 제작하는 실무를 배우는 전공입니다.",고도 집중 / 인내심 / 손재주
남인천,인천 미홀추구,특수용접과,특수용접직종,산업설비계열,신중년특화과정,6,주간,"탄소강이나 스테인리스강 등 다양한 금속 재료를 결합하기 위해 TIG, 이산화탄소, 맞대기 용접 등 숙련된 접합 기술을 배우는 전공입니다.",고도 집중 / 끈기 / 손재주
남인천,인천 미홀추구,스마트표면처리과,반도체표면처리직종,개별특성화계열,2년제학위과정,12,주간,"금속이나 반도체 웨이퍼 표면에 물리적·화학적 처리를 가해 내식성, 전도성 및 미관을 개선하는 첨단 공정 기술을 배우는 전공입니다.",치밀 분석 / 화학 탐구 / 공정
남인천,인천 미홀추구,항공MRO과,항공MRO직종,항공계열,하이테크과정,12,주간,"항공기의 안전한 운항을 위해 기체, 엔진, 전자장비를 정비하고 부품을 수리하거나 개조하는 고도의 기술력을 배우는 전공입니다.",준법 정신 / 수리 감각 / 책임
남인천,인천 미홀추구,로봇시스템과,지능형로봇직종,전자계열,전문기술과정,12,주간,"로봇 설계, 제어 소프트웨어 개발 및 센서 기술을 융합하여 스스로 판단하고 움직이는 지능형 로봇의 설계와 운용 실무를 배우는 전공입니다.",융합 사고 / 분석 추론 / 도전
남인천,인천 미홀추구,전기자동차과,자동차튜닝엔지니어직종,자동차계열,신중년특화과정,6,주간,자동차의 성능 향상을 위한 엔진 및 드레스업 튜닝 기술과 함께 관련 법규를 준수하는 안전한 커스텀 설계 및 시공법을 배우는 전공입니다.,미적 감각 / 법규 준수 / 호기심
남인천,인천 미홀추구,전기자동차과,자동차정비(새시·엔진·장치)직종,자동차계열,전문기술과정,12,주간,"내연기관 자동차의 핵심 장치인 엔진과 섀시의 메커니즘을 이해하고, 최신 전기차의 고전압 시스템과 장치들을 진단·정비하는 실무 기술을 배우는 전공입니다.",기계 탐구 / 세밀 관찰 / 문제 해결
남인천,인천 미홀추구,스마트기계설계과,스마트팩토리시스템설계직종,기계설계계열,하이테크과정,12,주간,4차 산업혁명 시대에 맞춰 지능형 자동화 생산 라인을 기획하고 3D CAD/CAE를 활용해 효율적인 스마트 팩토리 시스템을 구축하는 기술을 배우는 전공입니다.,논리 사고 / 창의 해결 / 디지털
남인천,인천 미홀추구,특수용접설비과,특수용접설비직종,산업설비계열,전문기술과정,12,주간,산업 현장의 핵심인 다양한 첨단 용접 기술과 설비 유지보수 능력을 배우는 전공입니다.,정밀 / 인내 / 공간 지각
남인천,인천 미홀추구,특수용접설비과,특수용접설비직종,산업설비계열,신중년특화과정,6,주간,산업 현장의 핵심인 다양한 첨단 용접 기술과 설비 유지보수 능력을 배우는 전공입니다.,정밀 / 인내 / 공간 지각
화성,경기 화성시,자동차도장과,자동차도장직종,개별특성화계열,전문기술과정,12,주간,"자동차 차체의 부식 방지와 심미성 향상을 위해 표면을 다듬고, 도료를 정밀하게 분사하여 균일한 도막을 형성하며 광택 및 코팅 처리를 통해 외관을 완성하는 기술을 배우는 전공입니다.",색채 감각 / 완벽주의 / 인내
화성,경기 화성시,산업설비과,특수용접직종,산업설비계열,전문기술과정,12,주간,"가스, 아크, TIG(티그), MIG(미그) 등 다양한 열원을 활용하여 금속 재료를 영구적으로 결합하고, 고압 용기나 플랜트 설비를 완벽하게 구축하는 기술을 배우는 전공입니다.",공간 지각 / 신체 인내 / 정밀 기술
화성,경기 화성시,스마트전기과,전기시스템제어직종,전기계열,전문기술과정,12,주간,"전기 설비의 운용과 관리를 위해 전력 변환 기술과 PLC 및 시퀀스 제어 시스템을 설계하고, 효율적인 전력 공급과 장치 제어를 위한 실무 기술을 배우는 전공입니다.",치밀함/논리력/현장성
화성,경기 화성시,스마트전기과,소방설비전기직종,전기계열,전문기술과정,12,주간,"화재로부터 인명과 재산을 보호하기 위해 소방 관련 법규를 바탕으로 화재 감지 및 경보 시스템, 피난 설비 등 소방 전기 시설의 설계, 시공 및 유지관리 기술을 배우는 전공입니다.",사명감/치밀함/판단력
화성,경기 화성시,귀금속모델링과,보석디자인직종,개별특성화계열,전문기술과정,12,주간,"장신구의 예술적 가치를 높이기 위해 창의적인 아이디어를 바탕으로 보석과 귀금속을 디자인하고, 3D 모델링과 정밀 가공 기술을 활용하여 실제 제품으로 구현하는 공정 전반을 배우는 전공입니다.",미적감각/섬세함/표현력
화성,경기 화성시,주얼리목공예과,보석디자인직종,개별특성화계열,전문기술과정,12,주간,"귀금속과 보석뿐만 아니라 목공예 기술을 융합하여 독창적인 장신구 및 공예품을 기획하고, 핸드메이드 기법과 현대적인 가공 기술을 통해 예술성과 실용성을 겸비한 제품을 제작하는 기술을 배우는 전공입니다.",심미안/정교함/융합
화성,경기 화성시,스마트표면처리과,반도체표면처리직종,개별특성화계열,전문기술과정,12,주간,"반도체 및 전자부품의 성능과 신뢰성을 높이기 위해 초정밀 도금, 에칭, 박막 증착 등 첨단 화학 공법을 활용하여 소재 표면에 기능성을 부여하는 기술을 배우는 전공입니다.",치밀함/분석력/탐구심
화성,경기 화성시,스마트자동차과,스마트자동차직종,자동차계열,기능장,12,야간,"내연기관 자동차의 핵심 정비 기술은 물론 전기차, 수소차와 같은 미래형 자동차의 전자 제어 시스템과 자율주행 관련 부품을 점검하고 유지관리하는 첨단 기술을 배우는 전공입니다.",분석력/적응력/섬세함
화성,경기 화성시,스마트자동차과,자동차정비(새시·엔진·장치)직종,자동차계열,하이테크과정,10,주간,"자동차의 심장인 엔진과 주행 성능을 결정하는 새시, 각종 편의 및 안전 장치들을 정밀하게 진단하고 분해·조립하여 최적의 차량 상태를 유지하는 기계적 메커니즘 전반을 배우는 전공입니다.",치밀함/문제해결/끈기
화성,경기 화성시,반도체표면처리과,반도체표면처리직종,개별특성화계열,전문기술과정,12,주간,반도체의 고집적화와 신뢰성 확보를 위해 웨이퍼 및 기판 표면에 특수 금속 층을 입히거나 불순물을 제거하는 초정밀 습식 공정과 전기화학적 제어 기술을 배우는 전공입니다.,정밀함/관찰력/전문성
화성,경기 화성시,스마트기계과,기계설계제작직종,기계계열,전문기술과정,12,주간,"컴퓨터 가공 기술과 설계 소프트웨어를 활용하여 제품의 형상을 구체화하고, 실제 공작기계를 운용하여 정밀한 기계 부품이나 장치를 직접 제작하는 실무 과정을 배우는 전공입니다.",공간지각/꼼꼼함/실천력
광명,경기 광명시,데이터분석과,빅데이터분석및UI전문가직종,정보통신IT계열,하이테크과정,10,주간,"방대한 데이터를 수집·분석하여 유의미한 통찰을 도출하고, 이를 사용자가 직관적으로 이해하고 편리하게 이용할 수 있도록 시각화 및 사용자 인터페이스(UI)를 설계·구현하는 기술을 배우는 전공입니다.",분석적 사고/사용자 중심/시각화 감각
광명,경기 광명시,전기에너지시스템과,태양에너지직종,전기계열,하이테크과정,10,주간,"태양광 발전 시스템의 효율적인 운영을 위해 태양전지 모듈과 인버터 등 주요 설비를 설계·시공하고, 신재생에너지 전력망의 유지보수 및 안전 관리 기술을 배우는 전공입니다.",공익력/분석력/현장대응력
광명,경기 광명시,3D제품설계과,3D프린터운용직종,디자인계열,하이테크과정,10,주간,"3D 모델링 소프트웨어를 활용하여 아이디어를 디지털 도면으로 설계하고, 다양한 소재의 3D 프린터를 조작·관리하며 시제품을 정교하게 출력 및 후가공하는 기술 전반을 배우는 전공입니다.",공간지각/실행력/섬세함
광명,경기 광명시,증강현실시스템과,VR/AR콘텐츠개발직종,미디어계열,하이테크과정,10,주간,"가상현실(VR)과 증강현실(AR) 환경을 구현하기 위해 유니티나 언리얼 같은 게임 엔진을 활용하여 실감형 콘텐츠를 기획하고, 상호작용이 가능한 인터랙티브 시스템을 프로그래밍하는 기술을 배우는 전공입니다.",공간 구성력/기술 융합/상상력
광명,경기 광명시,바이오의약시스템과,바이오의약품생산직종,바이오계열,하이테크과정,10,주간,"생물체나 유전공학 기술을 이용해 질병 치료용 의약품을 제조하기 위해 미생물 및 세포 배양, 정제 공정을 운영하고 품질관리 기준(GMP)에 맞춰 안전한 제품을 생산하는 기술을 배우는 전공입니다.",윤리의식/치밀함/관찰력
춘천,강원 춘천시,스마트제품디자인과,스마트제품디자인전공,디자인계열,2년제학위과정,12,주간,"사용자의 라이프스타일과 첨단 기술을 결합하여 혁신적인 제품을 기획하고, 2D·3D 디자인 소프트웨어를 활용해 외형 설계부터 인터페이스 디자인까지 아우르는 실무 중심의 조형 기술을 배우는 전공입니다.",트렌드 감각/사용자 공감/조형 능력
춘천,강원 춘천시,미디어콘텐츠과,멀티미디어콘텐츠제작직종,미디어계열,전문기술과정,12,주간,"영상, 그래픽, 음향 등 다양한 미디어 요소를 창의적으로 기획 및 편집하고, 최신 디지털 도구를 활용하여 유튜브, SNS, 광고 등 플랫폼에 최적화된 고품질의 실감형 콘텐츠를 만드는 기술을 배우는 전공입니다.",창의성/감각/적응력
춘천,강원 춘천시,미디어콘텐츠과,영상문화콘텐츠전공,미디어계열,2년제학위과정,12,주간,"영화, 드라마, 다큐멘터리 등 다양한 영상 장르의 기획과 연출부터 촬영, 편집, 후반 제작(VFX)까지 이르는 전 과정을 체계적으로 수행하여 예술성과 대중성을 갖춘 전문 영상 콘텐츠를 제작하는 기술을 배우는 전공입니다.",스토리텔링/협업 능력/표현력
춘천,강원 춘천시,산업설비과,열냉동설비직종,산업설비계열,전문기술과정,12,주간,"쾌적한 실내 환경과 산업 공정을 위해 건축물 및 공장의 냉난방 시스템, 냉동 장치, 공조 설비를 설계하고 효율적인 에너지 관리를 위한 시공 및 유지보수 기술을 배우는 전공입니다.",정밀함/분석적 사고/책임감
춘천,강원 춘천시,산업설비과,복합에너지설비전공,산업설비계열,2년제학위과정,12,주간,"화석 연료와 신재생에너지를 융합한 시스템을 구축하기 위해 보일러, 공조 설비, 태양열 등 다양한 에너지 장치의 설계와 시공 및 효율적인 통합 제어 기술을 배우는 전공입니다.",융합적 사고/치밀함/현장대응력
춘천,강원 춘천시,전기과,전기시스템제어직종,전기계열,전문기술과정,12,주간,"산업 현장의 자동화 설비를 운용하기 위해 전력 변환 기술과 PLC, 시퀀스 제어 시스템을 설계하고, 효율적인 전력 공급과 장치 제어를 위한 실무 기술을 배우는 전공입니다.",논리력/치밀함/현장대응력
춘천,강원 춘천시,전기과,신재생에너지전공,전기계열,2년제학위과정,12,주간,"태양광, 풍력 등 자연 에너지를 전력으로 변환하는 발전 설비의 설계와 시공은 물론, 스마트 그리드와 에너지 저장 장치(ESS)를 활용한 효율적인 전력 계통 운영 기술을 배우는 전공입니다.",미래지향적/분석력/책임감
춘천,강원 춘천시,전기과,스마트조명전공,전기계열,2년제학위과정,12,주간,"에너지 효율을 극대화하기 위해 사물인터넷(IoT) 기술과 LED 제어 시스템을 결합하여 지능형 조명 환경을 설계하고, 자동 제어 회로의 시공 및 유지보수 기술을 배우는 전공입니다.",감각/융합적 사고/세심함
춘천,강원 춘천시,산업디자인과,스마트제품디자인전공,디자인계열,2년제학위과정,12,주간,"사용자의 행동 패턴과 최신 기술 트렌드를 분석하여 제품의 외형을 조형적으로 설계하고, 3D 모델링과 렌더링 기술을 활용해 기능성과 심미성을 갖춘 지능형 제품을 기획·디자인하는 과정을 배우는 전공입니다.",창의성/관찰력/융합적 사고
